group	x	y
16892	-581256000	30.8
16892	-578577600	30.5
16892	-575985600	27.2
16892	-573307200	17.6
16892	-570715200	11.6
16892	-568036800	14.1
16892	-565358400	15.2
16893	-544363200	25.8
16893	-541684800	17.7
16894	-531316800	18.5
16894	-528638400	23.9
16895	-523368000	31.7
16895	-520776000	31.2
16895	-518097600	31.1
16896	-510148800	17.7
16896	-507556800	14.3
16896	-504878400	11.7
16897	-499780800	20.2
16897	-497102400	23.7
16897	-494510400	29.5
16897	-491832000	29.6
16897	-489240000	30.6
16897	-486561600	30.9
16897	-483883200	26.3
16897	-481291200	23.8
16897	-478612800	19.9
16897	-476020800	14
16897	-473342400	14.7
16897	-470664000	16.9
16897	-468244800	20.4
16897	-465566400	24.7
16897	-462974400	28.8
16898	-449755200	25.3
16898	-447076800	19
16898	-444484800	13.2
16898	-441806400	13.2
16898	-439128000	17.1
16898	-436622400	19.8
16898	-433944000	23.6
16899	-402408000	22.7
16899	-399816000	27.8
16900	-363009600	31.8
16900	-360331200	30.5
16900	-357652800	28
16900	-355060800	23.9
16900	-352382400	20.6
16900	-349790400	16.2
16900	-347112000	13.5
16900	-344433600	12.2
16900	-342014400	18.5
16900	-339336000	23.6
16900	-336744000	29.2
16900	-334065600	29.8
16900	-331473600	27.4
16900	-328795200	30.7
16900	-326116800	28.6
16900	-323524800	23.1
16901	-318254400	13
16901	-315576000	12.3
16901	-312897600	14.7
16901	-310392000	18.5
16901	-307713600	24.1
16901	-305121600	28
16901	-302443200	30.5
16901	-299851200	30.7
16901	-297172800	29.9
16901	-294494400	28.5
16901	-291902400	25.8
16901	-289224000	18.5
16901	-286632000	19.1
16901	-283953600	13.3
16901	-281275200	11.9
16901	-278856000	16.5
16901	-276177600	23.9
16901	-273585600	27.1
16901	-270907200	32.8
16901	-268315200	30.5
16901	-265636800	29.7
16901	-262958400	25.3
16901	-260366400	21.8
16901	-257688000	17.5
16901	-255096000	13.7
16901	-252417600	12.3
16901	-249739200	14.1
16901	-247320000	23.1
16901	-244641600	25.6
16901	-242049600	27.6
16901	-239371200	31.1
16901	-236779200	31.3
16901	-234100800	31.2
16901	-231422400	28.4
16901	-228830400	24.3
16901	-226152000	22.9
16901	-223560000	14.1
16901	-220881600	14.3
16901	-218203200	17.7
16901	-215784000	18.6
16901	-213105600	25.6
16901	-210513600	29.1
16901	-207835200	31.5
16901	-205243200	31.5
16901	-202564800	31.3
16901	-199886400	29.5
16901	-197294400	27.1
16901	-194616000	18.5
16901	-192024000	15.2
16901	-189345600	12.5
16901	-186667200	14.3
16901	-184161600	20.7
16901	-181483200	25.9
16901	-178891200	26.7
16901	-176212800	31.3
16901	-173620800	30.5
16901	-170942400	30.9
16901	-168264000	26.2
16901	-165672000	24.1
16901	-162993600	18.1
16901	-160401600	15.3
16901	-157723200	14.1
16901	-155044800	16.4
16901	-152625600	19.3
16901	-149947200	23.2
16901	-147355200	25.7
16901	-144676800	31.3
16901	-142084800	31
16901	-139406400	30.9
16901	-136728000	28.9
16901	-134136000	24.5
16901	-131457600	16.7
16901	-128865600	12.7
16901	-126187200	13.3
16901	-123508800	14.9
16901	-121089600	17.8
16901	-118411200	23.9
16901	-115819200	28.3
16901	-113140800	30.7
16901	-110548800	31
16901	-107870400	31.1
16901	-105192000	29.1
16901	-102600000	25.3
16901	-99921600	20.4
16901	-97329600	12.6
16901	-94651200	11
16901	-91972800	15.3
16901	-89553600	16.9
16901	-86875200	26.5
16901	-84283200	27.3
16901	-81604800	30.9
16901	-79012800	30.1
16901	-76334400	30.6
16901	-73656000	28.5
16901	-71064000	23.1
16901	-68385600	17
16901	-65793600	15.5
16901	-63115200	12
16901	-60436800	15.3
16901	-57931200	18.3
16901	-55252800	23.1
16901	-52660800	28.1
16901	-49982400	32
16901	-47390400	30.8
16901	-44712000	30.6
16901	-42033600	28.3
16901	-39441600	22.5
16901	-36763200	18
16901	-34171200	15
16901	-31492800	12
16901	-28814400	18.3
16901	-26395200	22.8
16901	-23716800	24.3
16901	-21124800	27.7
16901	-18446400	32
16901	-15854400	28.2
16901	-13176000	30.3
16901	-10497600	30.8
16901	-7905600	27
16901	-5227200	19.3
16901	-2635200	14.8
16901	43200	14.7
16901	2721600	15.5
16901	5140800	17.9
16901	7819200	23.5
16901	10411200	28.6
16901	13089600	29.4
16901	15681600	30
16901	18360000	29.4
16901	21038400	27.1
16901	23630400	22.1
16901	26308800	17.3
16901	28900800	14.2
16901	31579200	14.1
16901	34257600	14.6
16901	36676800	21.7
16901	39355200	23.1
16901	41947200	29
16901	44625600	29.4
16901	47217600	29.1
16901	49896000	29.4
16901	52574400	27
16901	55166400	21.9
16901	57844800	17.4
16901	60436800	14.2
16901	63115200	12.8
16901	65793600	15.9
16901	68299200	19.1
16901	70977600	23.9
16901	73569600	28.9
16901	76248000	30.1
16901	78840000	30.3
16901	81518400	30.2
16901	84196800	29.1
16901	86788800	24.7
16901	89467200	16.1
16901	92059200	13.5
16901	94737600	13.1
16901	97416000	16.5
16901	99835200	18.1
16901	102513600	23.5
16901	105105600	26.9
16901	107784000	30.2
16901	110376000	31.2
16901	113054400	28.8
16901	115732800	27.3
16901	118324800	24.3
16901	121003200	15.6
16901	123595200	14.5
