group	x	y
25356	-1420027200	-13.7
25356	-1417348800	-9.6
25356	-1414929600	-4.3
25356	-1412251200	3.2
25356	-1409659200	6.8
25356	-1406980800	14.2
25356	-1404388800	16.3
25356	-1401710400	18.9
25356	-1399032000	14.5
25357	-946728000	-13.7
25357	-944049600	-8.1
25357	-941544000	-1.4
25357	-938865600	2.1
25357	-936273600	7.9
25357	-933595200	10
25357	-931003200	15.1
25357	-928324800	17.2
25357	-925646400	13.8
25357	-923054400	6.9
25357	-920376000	-0.7
25357	-917784000	-7.5
25357	-915105600	-12.7
25357	-912427200	-10.6
25357	-910008000	-4.9
25357	-907329600	1.9
25357	-904737600	6.8
25357	-902059200	10.9
25357	-899467200	13.4
25357	-896788800	16
25357	-894110400	14.4
25357	-891518400	7.1
25357	-888840000	-1.5
25357	-886248000	-10
25357	-883569600	-13.4
25357	-880891200	-13.3
25357	-878472000	-2.4
25357	-875793600	3.6
25357	-873201600	7.2
25357	-870523200	10.8
25357	-867931200	16.4
25357	-865252800	17.9
25357	-862574400	13.4
25357	-859982400	6.9
25357	-857304000	-2.9
25357	-854712000	-9.9
25357	-852033600	-11
25357	-849355200	-9.2
25357	-846936000	-1.6
25357	-844257600	3.9
25357	-841665600	7.1
25357	-838987200	11.6
25357	-836395200	16.9
25357	-833716800	19.2
25357	-831038400	14.9
25357	-828446400	8.1
25357	-825768000	-3.4
25357	-823176000	-9.4
25357	-820497600	-12.9
25357	-817819200	-9.1
25357	-815313600	-1.8
25357	-812635200	2
25357	-810043200	8.6
25357	-807364800	12.2
25357	-804772800	17.4
25357	-802094400	19.4
25357	-799416000	14.4
25357	-796824000	6.8
25357	-794145600	-3.5
25357	-791553600	-13.3
25357	-788875200	-15.1
25357	-786196800	-11.5
25357	-783777600	-3.2
25357	-781099200	4
25357	-778507200	4.5
25357	-775828800	9.2
25357	-773236800	12.4
25357	-770558400	17.7
25357	-767880000	14.6
25357	-765288000	7
25357	-762609600	-0.1
25357	-760017600	-11.7
25357	-757339200	-11.9
25357	-754660800	-10.3
25357	-752241600	-4.9
25357	-749563200	5.1
25357	-746971200	6.8
25357	-744292800	13.9
25357	-741700800	17.8
25357	-739022400	19.5
25357	-736344000	14.3
25357	-733752000	7.5
25357	-731073600	-0.7
25357	-728481600	-10.8
25357	-725803200	-13.1
25357	-723124800	-9.9
25357	-720705600	-4.2
25357	-718027200	3.2
25357	-715435200	8.7
25357	-712756800	9.9
25357	-710164800	14.9
25357	-707486400	17.6
25357	-704808000	14.4
25357	-702216000	8.1
25357	-699537600	-3.8
25357	-696945600	-14.2
25357	-694267200	-9.4
25357	-691588800	-8.7
25357	-689083200	-1.7
25357	-686404800	5.2
25357	-683812800	8.9
25357	-681134400	10.9
25357	-678542400	16.2
25357	-675864000	19.7
25357	-673185600	15
25357	-670593600	7.1
25357	-667915200	-1.1
25357	-665323200	-6.6
25357	-662644800	-8.4
25357	-659966400	-5.6
25357	-657547200	-5
25357	-654868800	2.1
25357	-652276800	8.3
25357	-649598400	10.9
25357	-647006400	16.2
25357	-644328000	19.2
25358	-1383393600	-3.7
25358	-1380715200	1
25358	-1378123200	8.4
25358	-1375444800	10.9
25358	-1372852800	15.9
25358	-1370174400	17.6
25358	-1367496000	14.7
25358	-1364904000	4.7
25358	-1362225600	-0.8
25358	-1359633600	-9.9
25358	-1356955200	-13.5
25358	-1354276800	-11.3
25358	-1351857600	-3.8
25358	-1349179200	3.1
25358	-1346587200	7.4
25358	-1343908800	11.6
25358	-1341316800	18.1
25358	-1338638400	18
25358	-1335960000	14
25358	-1333368000	8.4
25358	-1330689600	-0.4
25358	-1328097600	-10.6
25358	-1325419200	-11.3
25358	-1322740800	-10.2
25358	-1320235200	-3
25358	-1317556800	3.5
25358	-1314964800	7.6
25358	-1312286400	11.3
25358	-1309694400	17.3
25358	-1307016000	19.7
25358	-1304337600	14.2
25358	-1301745600	6.9
25358	-1299067200	-3.1
25358	-1296475200	-11.2
25358	-1293796800	-14.4
25358	-1291118400	-10.2
25358	-1288699200	-3.8
25358	-1286020800	2
25358	-1283428800	7.5
25358	-1280750400	10.8
25358	-1278158400	17.6
25358	-1275480000	18.1
25358	-1272801600	12
25358	-1270209600	6.7
25358	-1267531200	-1.5
25358	-1264939200	-10.9
25358	-1262260800	-13.1
25358	-1259582400	-8.7
25358	-1257163200	-2
25358	-1254484800	4.4
25359	-639057600	7.9
25359	-636379200	-1.5
25359	-633787200	-10.2
25359	-631108800	-10.8
25359	-628430400	-7.9
25359	-626011200	-3
25359	-623332800	1.6
25359	-620740800	7.7
25359	-618062400	13.1
25359	-615470400	18.1
25359	-612792000	20.5
25359	-610113600	14.8
25359	-607521600	5.1
25359	-604843200	-3
25359	-602251200	-11.1
25359	-599572800	-15.3
25359	-596894400	-8.3
25359	-594475200	-4.6
25359	-591796800	2.8
25359	-589204800	9.3
25359	-586526400	11.5
25359	-583934400	16.5
25359	-581256000	20.4
25359	-578577600	13.6
25359	-575985600	7.3
25359	-573307200	-0.9
25359	-570715200	-5.9
25359	-568036800	-11.9
25359	-565358400	-12.6
25359	-562852800	-3.9
25359	-560174400	3
25359	-557582400	8.5
25359	-554904000	11.5
25359	-552312000	14.7
25359	-549633600	19
25359	-546955200	14.4
25359	-544363200	6.7
25359	-541684800	-4
25359	-539092800	-13.4
25359	-536414400	-13
25359	-533736000	-11.1
25359	-531316800	-1.7
25359	-528638400	2.7
25359	-526046400	5.6
25359	-523368000	10.9
25359	-520776000	15.1
25359	-518097600	17.4
25359	-515419200	13.4
25359	-512827200	8.1
25359	-510148800	-4.8
25359	-507556800	-8.8
25359	-504878400	-12.3
25360	-944049600	-9.1
25360	-941544000	-2
25360	-938865600	1.8
25360	-936273600	7
25360	-933595200	9.2
25360	-931003200	14.2
25360	-928324800	16.1
25360	-925646400	13
25360	-923054400	6.3
25360	-920376000	-1.7
25360	-917784000	-8.9
25360	-915105600	-13.7
25360	-912427200	-11.3
25360	-910008000	-5.6
25360	-907329600	1.3
25360	-904737600	5.7
25360	-902059200	9.5
25360	-899467200	12.6
25360	-896788800	15.3
25360	-894110400	13.7
25360	-891518400	6.4
25360	-888840000	-2
25360	-886248000	-10.9
25360	-883569600	-14.1
25360	-880891200	-13.4
25360	-878472000	-2.7
25360	-875793600	2.4
25360	-873201600	5.8
25360	-870523200	9.6
25360	-867931200	15.3
25360	-865252800	16.8
25360	-862574400	12.8
25360	-859982400	6.9
