group	x	y
9909	-1230724800	26.4
9909	-1228046400	27.4
9909	-1225627200	28
9909	-1222948800	28.8
9909	-1220356800	29.8
9909	-1217678400	28.2
9909	-1215086400	27.3
9909	-1212408000	26.6
9909	-1209729600	26.9
9909	-1207137600	27.7
9909	-1204459200	26.6
9909	-1201867200	27
9909	-1199188800	25.7
9909	-1196510400	26.5
9909	-1194004800	27.5
9909	-1191326400	28.6
9909	-1188734400	28.2
9909	-1186056000	28.1
9909	-1183464000	27.1
9909	-1180785600	27
9909	-1178107200	27.5
9909	-1175515200	26.8
9909	-1172836800	26.2
9909	-1170244800	26.1
9909	-1167566400	26.4
9909	-1164888000	26.8
9909	-1162468800	27.3
9909	-1159790400	28
9909	-1157198400	27.5
9909	-1154520000	27.4
9909	-1151928000	27
9909	-1149249600	26.3
9909	-1146571200	26.4
9909	-1143979200	26.4
9909	-1141300800	26.3
9909	-1138708800	26.6
9909	-1136030400	26
9909	-1133352000	25.7
9909	-1130932800	27.3
9909	-1128254400	28.3
9909	-1125662400	28.6
9909	-1122984000	27.5
9909	-1120392000	27.1
9909	-1117713600	27.7
9909	-1115035200	27.2
9909	-1112443200	27
9909	-1109764800	26.1
9909	-1107172800	26
9909	-1104494400	26.2
9909	-1101816000	26.7
9909	-1099396800	27.6
9909	-1096718400	28.3
9909	-1094126400	30
9909	-1091448000	27.6
9909	-1088856000	27.1
9909	-1086177600	26.7
9909	-1083499200	26.5
9909	-1080907200	27
9909	-1078228800	26.4
9909	-1075636800	26.5
9909	-1072958400	26.2
9909	-1070280000	26.7
9909	-1067774400	27.7
9909	-1065096000	28.8
9909	-1062504000	28.3
9909	-1059825600	27.2
9909	-1057233600	27.2
9909	-1054555200	27.3
9909	-1051876800	27
9909	-1049284800	27.1
9909	-1046606400	26.7
9909	-1044014400	26.8
9909	-1041336000	26.6
9909	-1038657600	27.4
9909	-1036238400	28.2
9909	-1033560000	29.3
9909	-1030968000	29
9909	-1028289600	27.4
9909	-1025697600	26.8
9909	-1023019200	27.7
