group	x	y
26912	-2177409600	-4.6
26912	-2174731200	-5.4
26912	-2172312000	2.1
26912	-2169633600	6.8
26912	-2167041600	13
26912	-2164363200	16.9
26912	-2161771200	21.4
26912	-2159092800	19.5
26912	-2156414400	16.2
26912	-2153822400	10.2
26912	-2151144000	0.3
26912	-2148552000	-3.6
26912	-2145873600	-5.9
26912	-2143195200	-7.7
26912	-2140776000	1.9
26912	-2138097600	6.5
26912	-2135505600	11.6
26912	-2132827200	15.6
26912	-2130235200	20.5
26912	-2127556800	17.9
26912	-2124878400	14.8
26912	-2122286400	8.3
26912	-2119608000	5.6
26912	-2117016000	-3.7
26912	-2114337600	-5.5
26912	-2111659200	-4
26912	-2109240000	3.9
26912	-2106561600	6.7
26912	-2103969600	14.4
26912	-2101291200	16.3
26912	-2098699200	20.7
26912	-2096020800	17.6
26912	-2093342400	15.9
26912	-2090750400	9.6
26912	-2088072000	3.1
26912	-2085480000	-1.5
26912	-2082801600	-4.6
26912	-2080123200	-6.9
26912	-2077617600	-1.1
26912	-2074939200	5.9
26912	-2072347200	12.2
26912	-2069668800	17.5
26912	-2067076800	20.9
26912	-2064398400	20.4
26912	-2061720000	15.9
26912	-2059128000	10.5
26912	-2056449600	3.1
26912	-2053857600	-2.2
26912	-2051179200	-4.7
26912	-2048500800	-6.2
26912	-2046081600	-1.2
26912	-2043403200	6.5
26912	-2040811200	11.8
26912	-2038132800	17.4
26912	-2035540800	20.8
26912	-2032862400	20.3
26912	-2030184000	16.2
26912	-2027592000	10.5
26912	-2024913600	3.2
26912	-2022321600	-2.3
26912	-2019643200	-5.1
26912	-2016964800	-6.1
26912	-2014545600	0.7
26912	-2011867200	6
26912	-2009275200	12.1
26912	-2006596800	16.8
26912	-2004004800	20.8
26912	-2001326400	19.2
26912	-1998648000	15.6
26912	-1996056000	9.2
26912	-1993377600	2.1
26912	-1990785600	-3
26912	-1988107200	-5.7
26912	-1985428800	-6.3
26912	-1983009600	-0.1
26912	-1980331200	5.9
26912	-1977739200	12
26912	-1975060800	16.8
26912	-1972468800	20.7
26912	-1969790400	19.2
26912	-1967112000	15.8
26912	-1964520000	9.5
26912	-1961841600	2.8
26912	-1959249600	-2.4
26912	-1956571200	-5
26912	-1953892800	-6.1
26912	-1951387200	-0.2
26912	-1948708800	6.1
26912	-1946116800	12.1
26912	-1943438400	17.1
26912	-1940846400	20.7
26912	-1938168000	19.6
26912	-1935489600	15.9
26912	-1932897600	9.9
26912	-1930219200	3
26912	-1927627200	-1.9
26912	-1924948800	-4.8
26912	-1922270400	-6.6
26912	-1919851200	-0.7
26912	-1917172800	6
26912	-1914580800	12.1
26912	-1911902400	17.3
26912	-1909310400	20.8
26912	-1906632000	20.1
26912	-1903953600	15.9
26912	-1901361600	10.2
26912	-1898683200	3
26912	-1896091200	-2.3
26912	-1893412800	-4.4
26912	-1890734400	-6.9
26912	-1888315200	3.1
26912	-1885636800	6.9
26912	-1883044800	9.7
26912	-1880366400	16.9
26912	-1877774400	21.1
26912	-1875096000	19.9
26912	-1872417600	16.1
26912	-1869825600	10.6
26912	-1867147200	1.5
26912	-1864555200	-6.3
26912	-1861876800	-3.9
26912	-1859198400	-3.6
26912	-1856779200	-1.3
26912	-1854100800	5.3
26912	-1851508800	14.7
26912	-1848830400	18
26912	-1846238400	21.8
26912	-1843560000	21.2
26912	-1840881600	15.9
26912	-1838289600	9.4
26912	-1835611200	1.3
26912	-1833019200	0.6
26912	-1830340800	-10.3
26912	-1827662400	-7.3
26912	-1825156800	-4.8
26912	-1822478400	5.3
26912	-1819886400	11.3
26912	-1817208000	17.1
26912	-1814616000	20.8
26912	-1811937600	18.8
26912	-1809259200	17.1
26912	-1806667200	10.6
26912	-1803988800	4.2
26912	-1801396800	0.2
26912	-1798718400	-0.5
26912	-1796040000	-6.4
26912	-1793620800	0.3
26912	-1790942400	7.2
26912	-1788350400	11.7
26912	-1785672000	18.6
26912	-1783080000	21
26912	-1780401600	20.9
26912	-1777723200	14.6
26912	-1775131200	10.3
26912	-1772452800	5.4
26912	-1769860800	0.5
26912	-1767182400	-3.7
26912	-1764504000	-8.6
26912	-1762084800	-2
26912	-1759406400	4.6
26912	-1756814400	13.6
26912	-1754136000	18
26912	-1751544000	20.9
26912	-1748865600	21.1
26912	-1746187200	15.9
26912	-1743595200	11.5
26912	-1740916800	3.2
26912	-1738324800	-5
26912	-1735646400	-4.4
26912	-1732968000	-2.8
26912	-1730548800	-1.3
26912	-1727870400	10.4
26912	-1725278400	10.7
26912	-1722600000	17.2
26912	-1720008000	21
26912	-1717329600	20.4
26912	-1714651200	18.6
26912	-1712059200	12.3
26912	-1709380800	5.6
26912	-1706788800	-1.6
26912	-1704110400	-1.5
26912	-1701432000	-7.6
26912	-1698926400	-5.2
26912	-1696248000	6.2
26912	-1693656000	11.4
26912	-1690977600	15.9
26912	-1688385600	23.8
26912	-1685707200	23.2
26912	-1683028800	15.7
26912	-1680436800	8.8
26912	-1677758400	2.4
26912	-1675166400	-3.9
26912	-1672488000	-6.1
26912	-1669809600	-8.7
26912	-1667390400	0
26912	-1664712000	4.5
26912	-1662120000	8.6
26912	-1659441600	15.9
26912	-1656849600	20.8
26912	-1654171200	20.2
26912	-1651492800	14.4
26912	-1648900800	6
26912	-1646222400	1
26912	-1643630400	-7.8
26912	-1640952000	-4.3
26912	-1638273600	-5.7
26912	-1635854400	-0.6
26912	-1633176000	5.9
26912	-1630584000	11.3
26912	-1627905600	18
26912	-1625313600	20.9
26912	-1622635200	21.4
26912	-1619956800	12.8
26912	-1617364800	9.9
26912	-1614686400	4.4
26912	-1612094400	-0.3
26912	-1609416000	-1.7
26912	-1606737600	-1.9
26912	-1604318400	1.1
26912	-1601640000	5.3
26912	-1599048000	12.2
26912	-1596369600	21.8
26912	-1593777600	22.1
26912	-1591099200	19.9
26912	-1588420800	17.3
26912	-1585828800	11.3
26912	-1583150400	2.5
26912	-1580558400	-5.8
26912	-1577880000	-9.6
26912	-1575201600	-6.6
26912	-1572696000	1.5
26912	-1570017600	4.2
26912	-1567425600	11.7
26912	-1564747200	18.5
26912	-1562155200	19.1
26912	-1559476800	20.1
26912	-1556798400	17.4
26912	-1554206400	12.8
26912	-1551528000	1.9
26912	-1548936000	-0.5
26912	-1546257600	-1.9
26912	-1543579200	-1.5
26912	-1541160000	4.6
26912	-1538481600	9.5
26912	-1535889600	13.7
26912	-1533211200	19.1
26912	-1530619200	24.9
26912	-1527940800	19.8
26912	-1525262400	19.4
26912	-1522670400	9.5
26912	-1519992000	2
26912	-1517400000	-2.4
26912	-1514721600	-5.3
26912	-1512043200	-2.3
26912	-1509624000	0.9
26912	-1506945600	7.3
26912	-1504353600	14.5
26912	-1501675200	18.6
26912	-1499083200	21.1
26912	-1496404800	20
26912	-1493726400	17.7
26912	-1491134400	9.9
26912	-1488456000	4
26912	-1485864000	-3.2
26912	-1483185600	-4.3
26912	-1480507200	-6.9
26912	-1478088000	-1.1
26912	-1475409600	5.8
26912	-1472817600	10.7
26912	-1470139200	19.9
26912	-1467547200	20.9
26912	-1464868800	19.4
26912	-1462190400	16.3
26912	-1459598400	9.2
26912	-1456920000	4
26912	-1454328000	2.6
26912	-1451649600	-4.2
26912	-1448971200	-5.7
26912	-1446465600	0
26912	-1443787200	6.6
26912	-1441195200	10.4
26912	-1438516800	17.6
26912	-1435924800	20
26912	-1433246400	19.8
26912	-1430568000	14.2
26912	-1427976000	10.3
26912	-1425297600	4
26912	-1422705600	-4.3
26912	-1420027200	-6.2
26912	-1417348800	-2
26912	-1414929600	1.9
26912	-1412251200	7.4
26912	-1409659200	10.5
26912	-1406980800	20.2
26912	-1404388800	20.2
26912	-1401710400	20.4
26912	-1399032000	16.5
26912	-1396440000	5.9
26912	-1393761600	2.9
26912	-1391169600	-2.5
26912	-1388491200	-3.9
26912	-1385812800	-5.3
26912	-1383393600	-2.6
26912	-1380715200	3.5
26912	-1378123200	11.7
26912	-1375444800	16.2
26912	-1372852800	20.2
26912	-1370174400	20.3
26912	-1367496000	15.6
26912	-1364904000	9.3
26912	-1362225600	3
26912	-1359633600	-4
26912	-1356955200	-4.7
26912	-1354276800	-1.7
26912	-1351857600	2.5
26912	-1349179200	6.5
26912	-1346587200	11.8
26912	-1343908800	16.4
26912	-1341316800	20.2
26912	-1338638400	17.7
26912	-1335960000	17.5
