group	x	y
18612	-765288000	23.1
18612	-762609600	20.3
18612	-760017600	13.8
18613	-736344000	28.4
18613	-733752000	26
18613	-731073600	21.7
18613	-728481600	12.8
18613	-725803200	13.4
18613	-723124800	19.6
18613	-720705600	22.7
18613	-718027200	22.2
18613	-715435200	28.7
18613	-712756800	32.1
18613	-710164800	32.5
18613	-707486400	32.5
18613	-704808000	29.6
18613	-702216000	25.9
18613	-699537600	19.8
18613	-696945600	14.4
18613	-694267200	13.5
18613	-691588800	16.6
18613	-689083200	16.5
18613	-686404800	24.3
18613	-683812800	29.4
18613	-681134400	30.6
18613	-678542400	30.3
18613	-675864000	30.2
18613	-673185600	28.6
18613	-670593600	24.5
18613	-667915200	15.9
18613	-665323200	11.8
18613	-662644800	10.7
18613	-659966400	12.4
18613	-657547200	17.4
18613	-654868800	23.7
18613	-652276800	29.2
18613	-649598400	31.2
18613	-647006400	30
18613	-644328000	28.5
18613	-641649600	27
18613	-639057600	24.3
18613	-636379200	20.4
18613	-633787200	15.1
18613	-631108800	12.8
18613	-628430400	13.8
18613	-626011200	16.3
18613	-623332800	22.4
18613	-620740800	26.4
18613	-618062400	30
18613	-615470400	29.3
18613	-612792000	30.3
18613	-610113600	28.5
18613	-607521600	25
18613	-604843200	17
18613	-602251200	13.2
18613	-599572800	10.9
18613	-596894400	15.4
18613	-594475200	20.7
18613	-591796800	24.3
18613	-589204800	29.7
18613	-586526400	30.9
18613	-583934400	31.1
18613	-581256000	30
18613	-578577600	30
18613	-575985600	25.9
18613	-573307200	18.3
18613	-570715200	12.1
18613	-568036800	11.7
18613	-565358400	13
18613	-562852800	19.5
18613	-560174400	23.8
18613	-557582400	29.2
18613	-554904000	30
18613	-552312000	30.6
18613	-549633600	30.7
18613	-546955200	30
18613	-544363200	25.9
18613	-541684800	17.6
18613	-539092800	11.1
18613	-536414400	8.9
18613	-533736000	15.8
18613	-531316800	16.2
18613	-528638400	25.8
18613	-526046400	31.1
18613	-523368000	30.9
18613	-520776000	30.7
18613	-518097600	30.5
18613	-515419200	22.8
18613	-512827200	25.8
18613	-510148800	17
18613	-507556800	13.5
18613	-504878400	10.4
18613	-502200000	14.2
18613	-499780800	19.1
18613	-497102400	23.4
18613	-494510400	28.8
18613	-491832000	32.6
18613	-489240000	31.2
18613	-486561600	30
18613	-483883200	27.1
18613	-481291200	22.9
18613	-478612800	17.3
18613	-476020800	12.9
18613	-473342400	15.2
18613	-470664000	17.5
18613	-468244800	19
18613	-465566400	23.1
18613	-462974400	28.4
18613	-460296000	32.5
18613	-457704000	32.1
18613	-455025600	32.1
18613	-452347200	30.1
18613	-449755200	24.9
18613	-447076800	20.5
18613	-444484800	13.3
18613	-441806400	12.9
18613	-439128000	15.9
18613	-436622400	18.6
18613	-433944000	24.5
18613	-431352000	27
18613	-428673600	31.9
18613	-426081600	31.1
18613	-423403200	30.2
18613	-420724800	28.6
18613	-418132800	22.1
18613	-415454400	19
18613	-412862400	10.9
18613	-410184000	11.2
18613	-407505600	15.4
18613	-405086400	18
18613	-402408000	23.6
18613	-399816000	28.4
18613	-397137600	31.5
18613	-394545600	30.2
18613	-391867200	31.2
18613	-389188800	29.5
18613	-386596800	24.6
18613	-383918400	20.3
18613	-381326400	13.8
18613	-378648000	12.1
18613	-375969600	15.9
18613	-373550400	20.1
18613	-370872000	24.6
18614	-355060800	24.2
18614	-352382400	21
18614	-349790400	15.8
18614	-347112000	11.2
18614	-344433600	13
18614	-342014400	18.8
18614	-339336000	23.3
18614	-336744000	30.8
18614	-334065600	31.1
18614	-331473600	29.8
18614	-328795200	31.4
18614	-326116800	29.9
18614	-323524800	25.7
18615	-310392000	20.2
18615	-307713600	24.5
18615	-305121600	27.4
18616	-252417600	12.2
18616	-249739200	12.3
18616	-247320000	20.2
18616	-244641600	23.7
18616	-242049600	27.7
18616	-239371200	30
18616	-236779200	30.5
18616	-234100800	28.7
18616	-231422400	28.2
18616	-228830400	24.6
18616	-226152000	22.3
18616	-223560000	13.2
18616	-220881600	14.5
18616	-218203200	16.3
18616	-215784000	17.8
18616	-213105600	24.9
18616	-210513600	26.6
18616	-207835200	30.8
18616	-205243200	31.4
18616	-202564800	30
18616	-199886400	30
18616	-197294400	23.3
18616	-194616000	18.4
18616	-192024000	17.1
18616	-189345600	11.6
18616	-186667200	14.4
18616	-184161600	21.4
18616	-181483200	24.6
18616	-178891200	25.8
18616	-176212800	32.4
18616	-173620800	29.7
18616	-170942400	31.4
18616	-168264000	25.5
18616	-165672000	24
18616	-162993600	17.6
18616	-160401600	15.3
18616	-157723200	13.2
18616	-155044800	14.5
18616	-152625600	18.4
18616	-149947200	22.1
18616	-147355200	25.9
18616	-144676800	30.3
18616	-142084800	31.3
18616	-139406400	30.3
18616	-136728000	30.2
18616	-134136000	25.2
18616	-131457600	17.9
18616	-128865600	12.5
18616	-126187200	13
18616	-123508800	15.9
18616	-121089600	17.2
18616	-118411200	23.3
18616	-115819200	26.2
18616	-113140800	30.2
18616	-110548800	31.3
18616	-107870400	30.5
18616	-105192000	27.9
18616	-102600000	26.6
18616	-99921600	20.5
18616	-97329600	10.7
18616	-94651200	10.6
18616	-91972800	14.5
18616	-89553600	16.2
18616	-86875200	25.7
18616	-84283200	27.7
18616	-81604800	31.2
18616	-79012800	29.1
18616	-76334400	29.3
