group	x	y
40824	-686404800	6.2
40824	-683812800	4.5
40824	-681134400	3.3
40824	-678542400	3.6
40824	-675864000	2.1
40824	-673185600	2.6
40824	-670593600	3.6
40824	-667915200	4.5
40824	-665323200	5.4
40824	-662644800	6.4
40824	-659966400	6.3
40824	-657547200	6.8
40824	-654868800	5.6
40824	-652276800	5.5
40824	-649598400	4.7
40824	-647006400	3.1
40824	-644328000	2.3
40824	-641649600	3.2
40824	-639057600	4
40824	-636379200	4.9
40824	-633787200	6
40824	-631108800	6.2
40824	-628430400	6.9
40824	-626011200	7.3
40824	-623332800	7.5
40824	-620740800	5.1
40824	-618062400	2.8
40824	-615470400	4
40824	-612792000	3.6
40824	-610113600	4.8
40824	-607521600	3.9
40824	-604843200	5.7
40824	-602251200	6.2
40824	-599572800	6.4
40824	-596894400	7.3
40824	-594475200	7.4
40824	-591796800	5.3
40824	-589204800	4.4
40824	-586526400	4.7
40824	-583934400	3.1
40824	-581256000	3.7
40824	-578577600	3.1
40824	-575985600	3.8
40824	-573307200	4.6
40824	-570715200	5.1
40824	-568036800	5.8
40824	-565358400	6.5
40824	-562852800	6.5
40824	-560174400	6
40824	-557582400	4.9
40824	-554904000	4.8
40824	-552312000	4.3
40824	-549633600	3.4
40824	-546955200	2.9
40824	-544363200	4.7
40824	-541684800	5
40824	-539092800	6.3
40824	-536414400	6.9
40824	-533736000	7.2
40824	-531316800	7.6
40824	-528638400	6.3
40824	-526046400	5.4
40824	-523368000	4.5
40824	-520776000	4
40824	-518097600	3.7
40824	-515419200	3.8
40824	-512827200	5.2
40824	-510148800	5.9
40824	-507556800	6.3
40824	-504878400	7.2
40824	-502200000	7.6
40824	-499780800	6.9
40824	-497102400	5.7
40824	-494510400	4.6
40824	-491832000	3.6
40824	-489240000	2.8
40824	-486561600	4.1
40824	-483883200	4.1
40824	-481291200	4.5
40824	-478612800	5.2
40824	-476020800	5.8
40824	-473342400	6.4
40824	-470664000	6.9
40824	-468244800	7.2
40824	-465566400	5.3
40824	-462974400	4.4
40824	-460296000	3.8
40824	-457704000	3.4
40824	-455025600	3.7
40824	-452347200	3.4
40824	-449755200	4.2
40824	-447076800	4.6
40824	-444484800	6.3
40824	-441806400	8.1
40824	-439128000	8.1
40824	-436622400	7.7
40824	-433944000	5.4
40824	-431352000	3.7
40824	-428673600	3.3
40824	-426081600	3.6
40824	-423403200	2.1
40824	-420724800	2.8
40824	-418132800	4.6
40824	-415454400	5.3
40824	-412862400	4.7
40824	-410184000	6.1
40824	-407505600	7.3
40824	-405086400	7.5
40824	-402408000	7.4
40824	-399816000	6.2
40824	-397137600	3.5
40824	-394545600	3.3
40824	-391867200	3.9
40824	-389188800	3.9
40824	-386596800	5
40824	-383918400	4.8
40824	-381326400	5.7
40824	-378648000	7.8
40824	-375969600	7.8
40824	-373550400	6.7
40824	-370872000	5.6
40824	-368280000	4.6
40824	-365601600	3.7
40824	-363009600	3.6
40824	-360331200	2.9
40824	-357652800	2.4
40824	-355060800	3.4
40824	-352382400	5.8
40824	-349790400	6.1
40824	-347112000	6.7
40824	-344433600	7
40824	-342014400	7.4
40824	-339336000	6.2
40824	-336744000	5.4
40824	-334065600	4.6
40824	-331473600	4.1
40824	-328795200	3.1
40824	-326116800	3.2
40824	-323524800	4.5
40824	-320846400	4.8
40824	-318254400	5.1
40824	-315576000	6.2
40824	-312897600	7.8
40824	-310392000	7.3
40824	-307713600	5.5
40824	-305121600	3.9
40824	-302443200	4.2
40824	-299851200	3.4
40824	-297172800	2.6
40824	-294494400	2.9
40824	-291902400	4.3
40824	-289224000	5.4
