group	x	y
6153	-441806400	28.9
6153	-439128000	28.7
6153	-436622400	28.9
6153	-433944000	28.6
6153	-431352000	29
6153	-428673600	28.8
6153	-426081600	28.1
6153	-423403200	28.6
6153	-420724800	28.8
6153	-418132800	29.1
6153	-415454400	28.6
6153	-412862400	29.3
6153	-410184000	29.3
6153	-407505600	28.7
6153	-405086400	29.3
6153	-402408000	28.9
6153	-399816000	29.1
6153	-397137600	29.2
6153	-394545600	28.7
6153	-391867200	28.9
6153	-389188800	29.5
6153	-386596800	29.1
6153	-383918400	29.1
6153	-381326400	29.1
6153	-378648000	28.2
6153	-375969600	28.9
6153	-373550400	28.8
6153	-370872000	29.1
6153	-368280000	29.6
6153	-365601600	29.2
6153	-363009600	28.9
6153	-360331200	29.4
6153	-357652800	29.6
6153	-355060800	29.6
6153	-352382400	29
6153	-349790400	28.9
6153	-347112000	28.5
6153	-344433600	28.5
6153	-342014400	29.1
6153	-339336000	29.2
6153	-336744000	29.5
6153	-334065600	28.6
6153	-331473600	28.6
6153	-328795200	28.8
6153	-326116800	29.3
6153	-323524800	28.9
6153	-320846400	29.2
6153	-318254400	29.6
6153	-315576000	29.3
6153	-312897600	29.2
6153	-310392000	29.4
6153	-307713600	29.1
6153	-305121600	29.2
6153	-302443200	28.7
6153	-299851200	28.3
6153	-297172800	28.8
6153	-294494400	28.5
6153	-291902400	28.8
6153	-289224000	29.2
6153	-286632000	29.7
6153	-283953600	29.4
6153	-281275200	29.6
6153	-278856000	28.6
6153	-276177600	28.9
6153	-273585600	28.6
6153	-270907200	28.4
6153	-268315200	27.6
6153	-265636800	28.6
6153	-262958400	28.6
6153	-260366400	28.6
6153	-257688000	28.8
6153	-255096000	29.4
6153	-252417600	29.7
6153	-249739200	29.5
6153	-247320000	29.4
6153	-244641600	29.3
6153	-242049600	29.4
6153	-239371200	29
6153	-236779200	28.5
6153	-234100800	28.5
6153	-231422400	29
6153	-228830400	29.3
6153	-226152000	29.4
6153	-223560000	29.4
6153	-220881600	29.2
6153	-218203200	28.9
6153	-215784000	29.4
6153	-213105600	28.9
6153	-210513600	29.4
6153	-207835200	28.5
6153	-205243200	28.6
6153	-202564800	28.8
6153	-199886400	29.2
6153	-197294400	28.9
6153	-194616000	28.7
6153	-192024000	28.5
6153	-189345600	28.2
6153	-186667200	28.8
6153	-184161600	29.4
6153	-181483200	29.3
6153	-178891200	28.9
6153	-176212800	28.7
6153	-173620800	28.6
6153	-170942400	28.4
6153	-168264000	28.6
6153	-165672000	29.1
6153	-162993600	28.7
6153	-160401600	28.3
6153	-157723200	27.9
6153	-155044800	28.4
6153	-152625600	28.9
6153	-149947200	28.2
6153	-147355200	29
6153	-144676800	28.7
6153	-142084800	28.3
6153	-139406400	28.1
6153	-136728000	28.4
6153	-134136000	28.8
6153	-131457600	28.4
6153	-128865600	28.8
6153	-126187200	27.7
6153	-123508800	28.3
6153	-121089600	28.8
6153	-118411200	28.8
6153	-115819200	28.8
6153	-113140800	28.9
6153	-110548800	28.5
6153	-107870400	28.9
6153	-105192000	28.8
6153	-102600000	29.3
6153	-99921600	29.1
6153	-97329600	28.9
6153	-94651200	29.1
