group	x	y
39713	-841665600	7.4
39713	-838987200	14.8
39713	-836395200	16.2
39713	-833716800	13.2
39713	-831038400	7.1
39713	-828446400	-0.6
39713	-825768000	-10.9
39713	-823176000	-22.6
39713	-820497600	-23.3
39713	-817819200	-21.4
39713	-815313600	-16.9
39713	-812635200	-2.2
39713	-810043200	7.3
39713	-807364800	14.8
39713	-804772800	15.7
39713	-802094400	12.1
39713	-799416000	5.7
39713	-796824000	-0.2
39713	-794145600	-18.4
39713	-791553600	-20.7
39713	-788875200	-25.8
39713	-786196800	-21.5
39713	-783777600	-19.1
39713	-781099200	-9.9
39713	-778507200	4.7
39713	-775828800	14.9
39713	-773236800	16.3
39713	-770558400	13.2
39713	-767880000	4.6
39713	-765288000	-1.8
39713	-762609600	-22
39713	-760017600	-26.1
39713	-757339200	-27.3
39713	-754660800	-29.7
39713	-752241600	-18.5
39713	-749563200	-5.8
39713	-746971200	6.9
39713	-744292800	15.9
39713	-741700800	16.2
39713	-739022400	14.5
39713	-736344000	4.5
39713	-733752000	-3.3
39713	-731073600	-17.3
39713	-728481600	-32
39713	-725803200	-30.4
39713	-723124800	-30
39713	-720705600	-13.2
39713	-718027200	-8
39713	-715435200	4.8
39713	-712756800	10.8
39713	-710164800	15.6
39713	-707486400	9.5
39714	-2266920000	-19.9
39714	-2264241600	-5.5
39714	-2261649600	3.2
39714	-2258971200	12.6
39714	-2256379200	13.9
39714	-2253700800	13.1
39714	-2251022400	3.9
39714	-2248430400	-14.4
39714	-2245752000	-31.3
39714	-2243160000	-30.2
39714	-2240481600	-35.3
39714	-2237803200	-40.9
39714	-2235384000	-30.2
39714	-2232705600	-15.2
39714	-2230113600	0.9
39714	-2227435200	13.2
39714	-2224843200	14.7
39714	-2222164800	11.4
39714	-2219486400	2.8
39714	-2216894400	-11.3
39714	-2214216000	-21.7
39714	-2211624000	-33.8
39714	-2208945600	-37.6
39714	-2206267200	-32.3
39714	-2203848000	-22
39714	-2201169600	-6.9
39714	-2198577600	2.9
39714	-2195899200	12.7
39714	-2193307200	15.3
39714	-2190628800	9.6
39714	-2187950400	3.3
39714	-2185358400	-10.9
39714	-2182680000	-26.6
39714	-2180088000	-31.3
39714	-2177409600	-35.7
39714	-2174731200	-32
39714	-2172312000	-26.1
39714	-2169633600	-13.2
39714	-2167041600	-1.1
39714	-2164363200	15.4
39714	-2161771200	17.4
39714	-2159092800	12.6
39714	-2156414400	5
39714	-2153822400	-6.1
39714	-2151144000	-29.9
39714	-2148552000	-30.8
39714	-2145873600	-36.2
39714	-2143195200	-25.8
39714	-2140776000	-31.6
39714	-2138097600	-5.7
39714	-2135505600	3.3
39714	-2132827200	13
39714	-2130235200	18.6
39714	-2127556800	12.4
39714	-2124878400	3.6
39714	-2122286400	-3.8
39714	-2119608000	-28.4
39714	-2117016000	-35.7
39714	-2114337600	-36.7
39714	-2111659200	-28.4
39714	-2109240000	-16.7
39714	-2106561600	-10.3
39714	-2103969600	0.6
39714	-2101291200	14.3
39714	-2098699200	16.8
39714	-2096020800	15.9
39714	-2093342400	5.6
39714	-2090750400	-4.5
39714	-2088072000	-20.6
39714	-2085480000	-24.6
39715	-702216000	-5
39715	-699537600	-12.6
39715	-696945600	-20.6
39715	-694267200	-23.7
39715	-691588800	-26.1
39715	-689083200	-21
39715	-686404800	-11.1
39715	-683812800	6.2
39715	-681134400	14.1
39715	-678542400	17.5
39715	-675864000	13.2
39715	-673185600	4.8
39715	-670593600	-5.3
39715	-667915200	-19.1
39715	-665323200	-32.1
39715	-662644800	-26.7
39715	-659966400	-29.9
39715	-657547200	-13.8
39715	-654868800	-7.7
39715	-652276800	3
39715	-649598400	11.7
39715	-647006400	15.9
39715	-644328000	15
39715	-641649600	9.5
39715	-639057600	-3.9
39715	-636379200	-11.6
39715	-633787200	-26
39715	-631108800	-24
39715	-628430400	-29.1
39715	-626011200	-16.2
39715	-623332800	-7.6
39715	-620740800	6.4
39715	-618062400	15.3
39715	-615470400	15.6
39715	-612792000	10.9
39715	-610113600	7.6
39715	-607521600	-5.9
39715	-604843200	-23.2
39715	-602251200	-24.7
39715	-599572800	-33.9
39715	-596894400	-24.6
39715	-594475200	-24.4
39715	-591796800	-9.1
39715	-589204800	5.3
39715	-586526400	11
39715	-583934400	16.4
39715	-581256000	15.2
39715	-578577600	6.9
39715	-575985600	-6.1
39715	-573307200	-16.4
39715	-570715200	-26.9
39715	-568036800	-34.3
39715	-565358400	-28.8
39715	-562852800	-20.8
39715	-560174400	-6.9
39715	-557582400	4.2
39715	-554904000	13.6
39715	-552312000	15.1
39715	-549633600	12.2
39715	-546955200	4.4
39715	-544363200	-2.4
39715	-541684800	-11.3
39715	-539092800	-22.7
39715	-536414400	-32
39715	-533736000	-20.6
39715	-531316800	-19.3
39715	-528638400	-2.7
39715	-526046400	5.7
39715	-523368000	12.3
39715	-520776000	15.9
39715	-518097600	13.7
39715	-515419200	7.1
39715	-512827200	-3.7
39715	-510148800	-17.6
39715	-507556800	-25.5
39715	-504878400	-32.1
39715	-502200000	-25.4
39715	-499780800	-14.6
39715	-497102400	-14.9
39715	-494510400	4.2
39715	-491832000	12.9
39715	-489240000	16.4
39715	-486561600	16.5
39715	-483883200	5.8
39715	-481291200	-3.4
39715	-478612800	-14.2
39715	-476020800	-27.2
39715	-473342400	-26.4
39715	-470664000	-28.1
39715	-468244800	-23.5
39715	-465566400	-7.9
39715	-462974400	5
39715	-460296000	15.2
39715	-457704000	16.9
39715	-455025600	11
39715	-452347200	5.2
39715	-449755200	-3.3
39715	-447076800	-24.3
39715	-444484800	-29
39715	-441806400	-31.6
39715	-439128000	-28.8
39715	-436622400	-17
39715	-433944000	-6.7
39715	-431352000	4.8
39715	-428673600	12.6
39715	-426081600	15.5
39715	-423403200	11.1
39715	-420724800	4.6
39715	-418132800	-8.6
39715	-415454400	-19.1
39715	-412862400	-29
39715	-410184000	-19
39715	-407505600	-28
39715	-405086400	-16.3
39715	-402408000	-6.2
39715	-399816000	3.1
39715	-397137600	11
39715	-394545600	14.5
39715	-391867200	16.6
39715	-389188800	7.5
39715	-386596800	-3.2
39715	-383918400	-18.8
39715	-381326400	-30.1
39715	-378648000	-26.3
39715	-375969600	-30.5
39715	-373550400	-17.3
39715	-370872000	-6.6
39715	-368280000	6.2
39715	-365601600	14.1
39715	-363009600	17.1
39715	-360331200	15
39715	-357652800	7
39715	-355060800	-5.1
39715	-352382400	-18.6
39715	-349790400	-26.9
39715	-347112000	-32.6
39715	-344433600	-22.2
39715	-342014400	-23.3
39715	-339336000	-7.7
39715	-336744000	3
39715	-334065600	12.1
39715	-331473600	15.2
39715	-328795200	10
39715	-326116800	4.5
39715	-323524800	-6.6
39715	-320846400	-20.3
39715	-318254400	-24.3
39715	-315576000	-29.3
39715	-312897600	-21.7
39715	-310392000	-21.9
39715	-307713600	-8.5
39715	-305121600	5.9
39715	-302443200	15.1
